"ID"	"S01"	"S02"	"S03"	"S04"	"S05"	"S06"	"S07"	"S08"	"S09"
"GSM3374355_non"	0.130269062674971	0.186271047393246	0.161735279769019	5.46201050398841e-05	0.235802544533193	0.0493020188443683	0.024607719831622	0.0872575129951655	0.0481720616366959
"GSM3374357_non"	0.0111904956584994	0.0531324816905301	7.03978336996379e-15	0.00729597287567445	0.0417238448264812	7.03978336996379e-15	0.0853877360322411	7.03978336996379e-15	0.204395436788626
"GSM3374358_non"	0.00240782872200191	0.0933524875283081	0.0214640262871134	0.0669822536614518	0.17913842431686	0.15592414224345	0.0105580951921638	7.35154146651908e-15	0.065166130960093
"GSM3374359_non"	6.76328320749587e-15	0.171067967376107	0.0185180482154883	0.00242508101559126	0.0480571336647781	6.76328320749587e-15	0.035284934937598	0.0119027335581352	0.123503332869603
"GSM3374360_non"	0.000425547387629532	0.0331791431022385	0.0163448112810867	7.99691595463721e-13	0.0506731815870701	0.0219532809482678	0.0862566119694195	0.131491006387274	0.0743523757460994
"GSM3374361_non"	0.0511162924846321	0.0826851146701096	0.00389949574553865	0.0106165314696298	0.0323078809013786	0.0180067511205903	0.182683371173055	5.2994660379522e-15	0.151593922021893
"GSM3374363_non"	0.418542302220641	0.111647459059101	0.0472132319088228	6.19433645265433e-15	0.0556867328561765	0.00735675273185596	0.0191387968800718	6.19433645265433e-15	0.0654210620219516
"GSM3374364_non"	2.39495355207212e-13	0.0734202468040133	8.85228473545237e-15	0.00912480943883701	0.0440937718673069	0.0910100435013314	0.117329597749646	0.0487613968366671	0.0271243467727061
"GSM3374365_non"	0.0872869345056569	0.0862562063725965	0.0297137819151351	0.0577987609674117	0.0262039429687841	0.0150243966582019	0.192740601894022	6.58198748440603e-15	0.173564707923996
"GSM3374367_non"	3.18813700989575e-12	1.01352251295444e-14	0.00776822491185295	0.00555901072446147	0.00287529982815806	0.00847606139270148	0.134902411567471	0.266938412410185	1.01352251295444e-14
"GSM3374371_non"	0.0275809337447809	0.0744563781207176	8.07269548835051e-15	0.00961498203939767	0.0148330078606716	0.013733569307871	0.207503560290231	0.0811175719140045	0.137354048298559
"GSM3374372_non"	0.0269065897414129	0.0585564539409299	1.43411192696227e-07	0.0139779380698859	0.0235996004853514	0.0298212586361473	0.196938559914145	0.0807379279897952	0.14201498590798
"GSM3374373_non"	0.00712504294857551	0.0527581956775976	6.39259962727703e-15	0.0027655443570689	0.00803826808558857	6.39259962727703e-15	0.242757514245405	0.0272179623284863	0.12047534861174
"GSM3374374_non"	0.0247324204378666	0.00760187258385118	0.0280507601469764	0.00914100821468249	0.00193732921743139	0.00223210714858626	0.158562707437454	0.088112409821146	0.159951773112886
"GSM3374375_non"	0.13724612403366	0.103345514125972	0.0194199560283761	0.0078028168859272	0.0158698289879373	0.000954786465210542	0.147919677394558	0.0463461800499089	0.146638653002762
"GSM3374376_non"	0.00964457205116171	0.00523684841756457	1.17135053396914e-09	0.0686601496590935	0.00840316321711082	0.0715808745518909	0.27777563186129	0.0913873143479438	0.131744191704269
"GSM3374377_non"	0.0335640204864523	0.0359251344161151	0.00269773555179979	0.0223748889988955	0.00790292314653848	0.00127547997319649	0.249648460679464	0.0235269691574863	0.19443146787049
"GSM3374378_non"	0.174002975099706	0.0868978897798843	0.0447130046840474	0.01928034907711	0.0292942992539267	0.00437829833865967	0.140977573644429	0.0144491675962861	0.155177652195845
"GSM3374379_non"	8.67927129364514e-15	0.0356332653937424	8.67927129364514e-15	0.0196037752404552	0.00315500384191862	0.0723279543130425	0.0895491919642744	0.0873039173584748	0.0496806353514578
"GSM3374380_non"	0.06751860602973	0.0145925698155333	0.205245607007419	0.113445618163258	0.0432260892289785	0.0120218717285382	0.267544740898692	0.044882222835907	0.0664018731071112
"GSM3374381_non"	0.054404399156865	0.0301706095395319	0.0381076847351886	7.20195730050505e-15	0.108812841397459	0.00809706597033365	0.00116619113709105	0.198721762433982	0.024920388231363
"GSM3374382_non"	0.0919602473888991	8.04609663125855e-15	0.0285689706196722	0.0157885415374391	0.0840406979982922	0.0801127404782013	0.0148715895261046	0.224312706367908	0.0149815240129907
"GSM3374384_non"	7.29669555151594e-05	4.27354107435657e-11	0.0558750623908899	6.5343155833151e-10	0.0209544994986363	6.84754264047298e-15	0.116658981863394	0.252801698725593	0.109315821721386
"GSM3374387_non"	0.0512673430904935	7.57386267862467e-15	0.058188506404879	0.0277029184109576	0.0165641963123743	0.017636892799553	0.099260457968398	0.309223381710272	0.0334636403938289
"GSM3374388_non"	0.0443237250723267	0.0190725854322296	0.0766678687732679	0.272991665775563	0.091799553756352	0.326484117873992	0.0150572219372634	0.0379099169619137	0.0480987970761338
"GSM3374392_non"	0.00953293343185143	0.000442346232539633	0.0108996663158108	8.42488041303875e-15	8.42488041303875e-15	0.0228498396709078	0.164849056869417	0.144336532452342	0.0171815287147441
"GSM3374394_non"	0.0504159199897769	0.0183770407086421	3.10975416492623e-07	0.000281005869933567	0.058865978045144	9.07917198461193e-15	0.0632270127724488	0.0555185894877248	0.0944184689980218
"GSM3374398_non"	0.0214674424609002	0.00122255116914429	0.0142258504087753	0.00337155320512407	0.00166617127227989	8.21720379345937e-15	0.0327258249900153	0.241252388962421	0.0364645609742308
"GSM3374400_non"	0.00941794947539463	0.00465698259064044	0.0520371109202064	0.0570250832610388	0.0368955038629958	9.79763882107787e-15	0.239393322501197	0.232078190070471	0.0197476860094112
"GSM3374402_non"	1.01414512784979e-14	1.01414512784979e-14	0.0486555224254788	0.0312466846155135	0.016310258250818	0.0544793115352705	0.170602350231332	0.0600428426510991	0.126682792390945
"GSM3374403_non"	1.06256892691831e-14	1.06256892691831e-14	0.0316340291685606	0.0385208942765798	0.00953837393313905	0.0634414547557381	0.134191817535348	0.0992638370983544	0.149871731916464
"GSM3374404_non"	0.0646359852099085	8.65260663143757e-15	8.65260663143757e-15	0.000376395807426218	0.0106057286903387	8.65260663143757e-15	0.00421429610044285	0.111983775728314	0.0888050850189891
"GSM3374405_non"	0.270046501364052	0.137031816169251	0.0361175646583718	0.0329620694526699	0.109518628536294	0.142637566934709	0.0024502995055456	0.0155753164910361	0.0317661627058786
"GSM3374406_non"	0.179342595785136	0.0286735912357141	0.0013881110585523	8.66901503900746e-15	0.151987995711193	0.00259997720454719	0.00834045358023555	0.034724690480112	0.133463352482801
"GSM3374407_non"	0.238510201544957	0.0408157818549377	0.0477333029981569	3.05013923849181e-10	0.0811547154106418	0.0681617850099538	0.000132062899622132	0.0684774011001372	0.039287440819694
"GSM3374408_non"	0.134868583669891	0.0519252278328287	0.00131011531640075	0.377678635023223	0.136668255210362	0.168839696249741	0.0665647486264024	4.72195960239804e-15	0.0120535994811567
"GSM3374409_non"	0.0725350843642888	0.00692444451822219	0.0280134495315809	8.58686439755003e-15	8.58686439755003e-15	0.0142950260995367	0.159309694018405	0.0744041367033157	0.179219332000082
"GSM3374410_non"	0.175505435034607	8.34416703436401e-15	0.0574409205022543	0.0342053048658108	0.11232605118084	0.163531383660343	0.118592300694524	0.0647451286455035	0.0186282648304554
"GSM3374411_non"	0.161197929718223	0.0533668330305403	9.04923244302549e-15	9.04923244302549e-15	0.177136394403834	0.0269696138888248	0.0368988759482542	0.0504281850968301	0.0429405824945994
